Country or Area,Subgroup,Year,Unit,Value
Costa Rica,Male 15+ yr,1995,Percent,79.3
Costa Rica,Male 15+ yr,1994,Percent,79.3
Costa Rica,Male 15+ yr,1993,Percent,79.2
Costa Rica,Male 15+ yr,1992,Percent,78.7
Costa Rica,Male 15+ yr,1991,Percent,78.6
Côte d’Ivoire,Female 15+ yr,2006,Percent,35.2
Côte d’Ivoire,Female 15+ yr,2005,Percent,35.3
Côte d’Ivoire,Female 15+ yr,2004,Percent,35.4
Côte d’Ivoire,Female 15+ yr,2003,Percent,34.9
Côte d’Ivoire,Female 15+ yr,2002,Percent,35.1
Côte d’Ivoire,Female 15+ yr,2001,Percent,35.4
Côte d’Ivoire,Female 15+ yr,2000,Percent,35.6
Côte d’Ivoire,Female 15+ yr,1999,Percent,36.3
Côte d’Ivoire,Female 15+ yr,1998,Percent,37
Côte d’Ivoire,Female 15+ yr,1997,Percent,37.6
Côte d’Ivoire,Female 15+ yr,1996,Percent,38.3
Côte d’Ivoire,Female 15+ yr,1995,Percent,38.9
Côte d’Ivoire,Female 15+ yr,1994,Percent,39.4
Côte d’Ivoire,Female 15+ yr,1993,Percent,39.1
Côte d’Ivoire,Female 15+ yr,1992,Percent,39.3
Côte d’Ivoire,Female 15+ yr,1991,Percent,39.5
Côte d’Ivoire,Male 15+ yr,2006,Percent,80.2
Côte d’Ivoire,Male 15+ yr,2005,Percent,80.1
Côte d’Ivoire,Male 15+ yr,2004,Percent,80.1
Côte d’Ivoire,Male 15+ yr,2003,Percent,80.3
Côte d’Ivoire,Male 15+ yr,2002,Percent,80.1
Côte d’Ivoire,Male 15+ yr,2001,Percent,80
Côte d’Ivoire,Male 15+ yr,2000,Percent,79.8
Côte d’Ivoire,Male 15+ yr,1999,Percent,80.2
Côte d’Ivoire,Male 15+ yr,1998,Percent,80.6
Côte d’Ivoire,Male 15+ yr,1997,Percent,81.1
Côte d’Ivoire,Male 15+ yr,1996,Percent,81.7
Côte d’Ivoire,Male 15+ yr,1995,Percent,82.1
Côte d’Ivoire,Male 15+ yr,1994,Percent,82.7
Côte d’Ivoire,Male 15+ yr,1993,Percent,81.9
Côte d’Ivoire,Male 15+ yr,1992,Percent,81.8
Côte d’Ivoire,Male 15+ yr,1991,Percent,81.7
Croatia,Female 15+ yr,2006,Percent,38.3
Croatia,Female 15+ yr,2005,Percent,38.3
Croatia,Female 15+ yr,2004,Percent,37.6
Croatia,Female 15+ yr,2003,Percent,37.6
Croatia,Female 15+ yr,2002,Percent,36.9
Croatia,Female 15+ yr,2001,Percent,37.5
Croatia,Female 15+ yr,2000,Percent,36.9
Croatia,Female 15+ yr,1999,Percent,38.5
Croatia,Female 15+ yr,1998,Percent,40
Croatia,Female 15+ yr,1997,Percent,40.2
Croatia,Female 15+ yr,1996,Percent,40.3
Croatia,Female 15+ yr,1995,Percent,40.4
Croatia,Female 15+ yr,1994,Percent,40.6
Croatia,Female 15+ yr,1993,Percent,40.5
Croatia,Female 15+ yr,1992,Percent,40.9
Croatia,Female 15+ yr,1991,Percent,41.4
Croatia,Male 15+ yr,2006,Percent,52.7
Croatia,Male 15+ yr,2005,Percent,53.3
Croatia,Male 15+ yr,2004,Percent,53.3
Croatia,Male 15+ yr,2003,Percent,53.3
Croatia,Male 15+ yr,2002,Percent,53.5
Croatia,Male 15+ yr,2001,Percent,54.3
Croatia,Male 15+ yr,2000,Percent,53.4
Croatia,Male 15+ yr,1999,Percent,55.2
Croatia,Male 15+ yr,1998,Percent,57
Croatia,Male 15+ yr,1997,Percent,58.7
Croatia,Male 15+ yr,1996,Percent,59.3
Croatia,Male 15+ yr,1995,Percent,59.9
Croatia,Male 15+ yr,1994,Percent,60.4
Croatia,Male 15+ yr,1993,Percent,60.4
Croatia,Male 15+ yr,1992,Percent,61.8
Croatia,Male 15+ yr,1991,Percent,63.3
Cuba,Female 15+ yr,2006,Percent,42.8
Cuba,Female 15+ yr,2005,Percent,42.6
Cuba,Female 15+ yr,2004,Percent,42.3
Cuba,Female 15+ yr,2003,Percent,41.1
Cuba,Female 15+ yr,2002,Percent,40.7
Cuba,Female 15+ yr,2001,Percent,40.5
Cuba,Female 15+ yr,2000,Percent,40.1
Cuba,Female 15+ yr,1999,Percent,39.4
Cuba,Female 15+ yr,1998,Percent,39.1
Cuba,Female 15+ yr,1997,Percent,38.3
Cuba,Female 15+ yr,1996,Percent,37.7
Cuba,Female 15+ yr,1995,Percent,37.1
Cuba,Female 15+ yr,1994,Percent,38.7
Cuba,Female 15+ yr,1993,Percent,38.6
Cuba,Female 15+ yr,1992,Percent,37.4
Cuba,Female 15+ yr,1991,Percent,37.4
Cuba,Male 15+ yr,2006,Percent,72.4
Cuba,Male 15+ yr,2005,Percent,72.5
Cuba,Male 15+ yr,2004,Percent,72.7
Cuba,Male 15+ yr,2003,Percent,72.8
Cuba,Male 15+ yr,2002,Percent,72.3
Cuba,Male 15+ yr,2001,Percent,72
Cuba,Male 15+ yr,2000,Percent,71.3
Cuba,Male 15+ yr,1999,Percent,71.1
Cuba,Male 15+ yr,1998,Percent,71.5
Cuba,Male 15+ yr,1997,Percent,71.3
Cuba,Male 15+ yr,1996,Percent,71.1
Cuba,Male 15+ yr,1995,Percent,70.6
Cuba,Male 15+ yr,1994,Percent,72.9
Cuba,Male 15+ yr,1993,Percent,73
Cuba,Male 15+ yr,1992,Percent,71.5
Cuba,Male 15+ yr,1991,Percent,71.4
Cyprus,Female 15+ yr,2006,Percent,50.8
Cyprus,Female 15+ yr,2005,Percent,50.2
Cyprus,Female 15+ yr,2004,Percent,49.7
Cyprus,Female 15+ yr,2003,Percent,51.1
Cyprus,Female 15+ yr,2002,Percent,50.2
Cyprus,Female 15+ yr,2001,Percent,48.2
Cyprus,Female 15+ yr,2000,Percent,45.3
Cyprus,Female 15+ yr,1999,Percent,45.1
Cyprus,Female 15+ yr,1998,Percent,44.9
Cyprus,Female 15+ yr,1997,Percent,46.1
Cyprus,Female 15+ yr,1996,Percent,45.8
Cyprus,Female 15+ yr,1995,Percent,45.3
Cyprus,Female 15+ yr,1994,Percent,44.3
Cyprus,Female 15+ yr,1993,Percent,44.6
Cyprus,Female 15+ yr,1992,Percent,44.2
Cyprus,Female 15+ yr,1991,Percent,45
Cyprus,Male 15+ yr,2006,Percent,66.8
Cyprus,Male 15+ yr,2005,Percent,67.3
Cyprus,Male 15+ yr,2004,Percent,68.6
Cyprus,Male 15+ yr,2003,Percent,70.5
Cyprus,Male 15+ yr,2002,Percent,70.8
Cyprus,Male 15+ yr,2001,Percent,71.8
Cyprus,Male 15+ yr,2000,Percent,71.3
Cyprus,Male 15+ yr,1999,Percent,71.6
Cyprus,Male 15+ yr,1998,Percent,73.8
Cyprus,Male 15+ yr,1997,Percent,75.1
Cyprus,Male 15+ yr,1996,Percent,76.2
Cyprus,Male 15+ yr,1995,Percent,76.7
Cyprus,Male 15+ yr,1994,Percent,75.3
Cyprus,Male 15+ yr,1993,Percent,75.2
Cyprus,Male 15+ yr,1992,Percent,74.6
Cyprus,Male 15+ yr,1991,Percent,77.9
Czech Republic,Female 15+ yr,2006,Percent,47.4
Czech Republic,Female 15+ yr,2005,Percent,46.8
Czech Republic,Female 15+ yr,2004,Percent,46.6
Czech Republic,Female 15+ yr,2003,Percent,45.8
Czech Republic,Female 15+ yr,2002,Percent,46.4
Czech Republic,Female 15+ yr,2001,Percent,46.3
Czech Republic,Female 15+ yr,2000,Percent,46.1
Czech Republic,Female 15+ yr,1999,Percent,46.6
Czech Republic,Female 15+ yr,1998,Percent,47.5
Czech Republic,Female 15+ yr,1997,Percent,48.7
Czech Republic,Female 15+ yr,1996,Percent,49.4
Czech Republic,Female 15+ yr,1995,Percent,49.9
Czech Republic,Female 15+ yr,1994,Percent,49.9
Czech Republic,Female 15+ yr,1993,Percent,49.6
Czech Republic,Female 15+ yr,1992,Percent,52
Czech Republic,Female 15+ yr,1991,Percent,54.8
Czech Republic,Male 15+ yr,2006,Percent,63.5
Czech Republic,Male 15+ yr,2005,Percent,63.5
Czech Republic,Male 15+ yr,2004,Percent,63.4
Czech Republic,Male 15+ yr,2003,Percent,64.6
Czech Republic,Male 15+ yr,2002,Percent,65.2
Czech Republic,Male 15+ yr,2001,Percent,64.7
Czech Republic,Male 15+ yr,2000,Percent,64.6
Czech Republic,Male 15+ yr,1999,Percent,65.4
Czech Republic,Male 15+ yr,1998,Percent,67.2
Czech Republic,Male 15+ yr,1997,Percent,68.2
Czech Republic,Male 15+ yr,1996,Percent,69
Czech Republic,Male 15+ yr,1995,Percent,69
Czech Republic,Male 15+ yr,1994,Percent,68.9
Czech Republic,Male 15+ yr,1993,Percent,69
Czech Republic,Male 15+ yr,1992,Percent,68.5
Czech Republic,Male 15+ yr,1991,Percent,69.7
Denmark,Female 15+ yr,2006,Percent,55.7
Denmark,Female 15+ yr,2005,Percent,56
Denmark,Female 15+ yr,2004,Percent,56.2
Denmark,Female 15+ yr,2003,Percent,56.3
Denmark,Female 15+ yr,2002,Percent,57.7
Denmark,Female 15+ yr,2001,Percent,57
Denmark,Female 15+ yr,2000,Percent,57.1
Denmark,Female 15+ yr,1999,Percent,56.6
Denmark,Female 15+ yr,1998,Percent,55.7
Denmark,Female 15+ yr,1997,Percent,55
Denmark,Female 15+ yr,1996,Percent,53.4
Denmark,Female 15+ yr,1995,Percent,52.9
Denmark,Female 15+ yr,1994,Percent,52.7
Denmark,Female 15+ yr,1993,Percent,54.8
Denmark,Female 15+ yr,1992,Percent,56
Denmark,Female 15+ yr,1991,Percent,55.7
Denmark,Male 15+ yr,2006,Percent,66.5
Denmark,Male 15+ yr,2005,Percent,67
Denmark,Male 15+ yr,2004,Percent,66.8
Denmark,Male 15+ yr,2003,Percent,68.1
Denmark,Male 15+ yr,2002,Percent,69.2
Denmark,Male 15+ yr,2001,Percent,68.7
Denmark,Male 15+ yr,2000,Percent,68.8
Denmark,Male 15+ yr,1999,Percent,69.4
Denmark,Male 15+ yr,1998,Percent,69.1
Denmark,Male 15+ yr,1997,Percent,69.9
Denmark,Male 15+ yr,1996,Percent,68.9
Denmark,Male 15+ yr,1995,Percent,68.9
Denmark,Male 15+ yr,1994,Percent,66.2
Denmark,Male 15+ yr,1993,Percent,65.6
Denmark,Male 15+ yr,1992,Percent,68
Denmark,Male 15+ yr,1991,Percent,68.3
Dominican Republic,Female 15+ yr,2006,Percent,32.7
Dominican Republic,Female 15+ yr,2005,Percent,31.9
Dominican Republic,Female 15+ yr,2004,Percent,30.9
Dominican Republic,Female 15+ yr,2003,Percent,30.7
Dominican Republic,Female 15+ yr,2002,Percent,31
Dominican Republic,Female 15+ yr,2001,Percent,31
Dominican Republic,Female 15+ yr,2000,Percent,32.1
Dominican Republic,Female 15+ yr,1999,Percent,31.5
Dominican Republic,Female 15+ yr,1998,Percent,30.4
Dominican Republic,Female 15+ yr,1997,Percent,30.7
Dominican Republic,Female 15+ yr,1996,Percent,30
Dominican Republic,Female 15+ yr,1995,Percent,27.6
Dominican Republic,Female 15+ yr,1994,Percent,27.5
Dominican Republic,Female 15+ yr,1993,Percent,24.3
Dominican Republic,Female 15+ yr,1992,Percent,23.2
Dominican Republic,Female 15+ yr,1991,Percent,23.8
Dominican Republic,Male 15+ yr,2006,Percent,73
Dominican Republic,Male 15+ yr,2005,Percent,72.9
Dominican Republic,Male 15+ yr,2004,Percent,72.8
Dominican Republic,Male 15+ yr,2003,Percent,74.1
Dominican Republic,Male 15+ yr,2002,Percent,74.4
Dominican Republic,Male 15+ yr,2001,Percent,74.8
Dominican Republic,Male 15+ yr,2000,Percent,75.2
Dominican Republic,Male 15+ yr,1999,Percent,75.9
Dominican Republic,Male 15+ yr,1998,Percent,75.7
Dominican Republic,Male 15+ yr,1997,Percent,76.5
Dominican Republic,Male 15+ yr,1996,Percent,76.5
Dominican Republic,Male 15+ yr,1995,Percent,76.4
Dominican Republic,Male 15+ yr,1994,Percent,74.6
Dominican Republic,Male 15+ yr,1993,Percent,72.9
Dominican Republic,Male 15+ yr,1992,Percent,72.8
Dominican Republic,Male 15+ yr,1991,Percent,72.8
Ecuador,Female 15+ yr,2006,Percent,53.6
Ecuador,Female 15+ yr,2005,Percent,52.7
Ecuador,Female 15+ yr,2004,Percent,51.9
Ecuador,Female 15+ yr,2003,Percent,47
Ecuador,Female 15+ yr,2002,Percent,45.9
Ecuador,Female 15+ yr,2001,Percent,50.7
Ecuador,Female 15+ yr,2000,Percent,50.2
Ecuador,Female 15+ yr,1999,Percent,48.2
Ecuador,Female 15+ yr,1998,Percent,46.2
Ecuador,Female 15+ yr,1997,Percent,43.1
Ecuador,Female 15+ yr,1996,Percent,42.8
Ecuador,Female 15+ yr,1995,Percent,40.4
Ecuador,Female 15+ yr,1994,Percent,37.9
Ecuador,Female 15+ yr,1993,Percent,35.7
Ecuador,Female 15+ yr,1992,Percent,33.4
Ecuador,Female 15+ yr,1991,Percent,30.7
Ecuador,Male 15+ yr,2006,Percent,77.5
Ecuador,Male 15+ yr,2005,Percent,77.5
Ecuador,Male 15+ yr,2004,Percent,77.8
Ecuador,Male 15+ yr,2003,Percent,76.5
Ecuador,Male 15+ yr,2002,Percent,75.9
Ecuador,Male 15+ yr,2001,Percent,78.2
Ecuador,Male 15+ yr,2000,Percent,78.4
Ecuador,Male 15+ yr,1999,Percent,78.1
Ecuador,Male 15+ yr,1998,Percent,77.8
Ecuador,Male 15+ yr,1997,Percent,76.5
Ecuador,Male 15+ yr,1996,Percent,76.1
Ecuador,Male 15+ yr,1995,Percent,76.8
Ecuador,Male 15+ yr,1994,Percent,77.5
Ecuador,Male 15+ yr,1993,Percent,78.2
Ecuador,Male 15+ yr,1992,Percent,78.9
Ecuador,Male 15+ yr,1991,Percent,79.5
Egypt,Female 15+ yr,2006,Percent,15.1
Egypt,Female 15+ yr,2005,Percent,15
Egypt,Female 15+ yr,2004,Percent,15
Egypt,Female 15+ yr,2003,Percent,15.8
Egypt,Female 15+ yr,2002,Percent,15.7
Egypt,Female 15+ yr,2001,Percent,15.6
Egypt,Female 15+ yr,2000,Percent,15.7
Egypt,Female 15+ yr,1999,Percent,16.2
Egypt,Female 15+ yr,1998,Percent,15.1
Egypt,Female 15+ yr,1997,Percent,15.7
Egypt,Female 15+ yr,1996,Percent,16.1
Egypt,Female 15+ yr,1995,Percent,15.8
Egypt,Female 15+ yr,1994,Percent,16.8
Egypt,Female 15+ yr,1993,Percent,16.2
Egypt,Female 15+ yr,1992,Percent,16.7
Egypt,Female 15+ yr,1991,Percent,17
Egypt,Male 15+ yr,2006,Percent,68.6
Egypt,Male 15+ yr,2005,Percent,68.4
Egypt,Male 15+ yr,2004,Percent,68.2
Egypt,Male 15+ yr,2003,Percent,67.5
Egypt,Male 15+ yr,2002,Percent,67.3
Egypt,Male 15+ yr,2001,Percent,67.7
Egypt,Male 15+ yr,2000,Percent,69
Egypt,Male 15+ yr,1999,Percent,70
Egypt,Male 15+ yr,1998,Percent,67.9
Egypt,Male 15+ yr,1997,Percent,68.2
Egypt,Male 15+ yr,1996,Percent,68.2
Egypt,Male 15+ yr,1995,Percent,67.4
Egypt,Male 15+ yr,1994,Percent,68.5
Egypt,Male 15+ yr,1993,Percent,67.5
Egypt,Male 15+ yr,1992,Percent,69.1
Egypt,Male 15+ yr,1991,Percent,69.4
El Salvador,Female 15+ yr,2006,Percent,46.3
El Salvador,Female 15+ yr,2005,Percent,45.5
El Salvador,Female 15+ yr,2004,Percent,44.8
El Salvador,Female 15+ yr,2003,Percent,44.9
El Salvador,Female 15+ yr,2002,Percent,43.6
El Salvador,Female 15+ yr,2001,Percent,43.2
El Salvador,Female 15+ yr,2000,Percent,43.2
El Salvador,Female 15+ yr,1999,Percent,43.3
El Salvador,Female 15+ yr,1998,Percent,42.3
El Salvador,Female 15+ yr,1997,Percent,39.3
El Salvador,Female 15+ yr,1996,Percent,38.6
El Salvador,Female 15+ yr,1995,Percent,40
El Salvador,Female 15+ yr,1994,Percent,41.3
El Salvador,Female 15+ yr,1993,Percent,40.7
El Salvador,Female 15+ yr,1992,Percent,39
El Salvador,Female 15+ yr,1991,Percent,46.4
El Salvador,Male 15+ yr,2006,Percent,68.7
El Salvador,Male 15+ yr,2005,Percent,69.2
El Salvador,Male 15+ yr,2004,Percent,69.8
El Salvador,Male 15+ yr,2003,Percent,73
El Salvador,Male 15+ yr,2002,Percent,72.2
El Salvador,Male 15+ yr,2001,Percent,72.2
El Salvador,Male 15+ yr,2000,Percent,72.9
El Salvador,Male 15+ yr,1999,Percent,73.7
El Salvador,Male 15+ yr,1998,Percent,74.5
El Salvador,Male 15+ yr,1997,Percent,73.4
El Salvador,Male 15+ yr,1996,Percent,74.6
El Salvador,Male 15+ yr,1995,Percent,76
El Salvador,Male 15+ yr,1994,Percent,76.1
El Salvador,Male 15+ yr,1993,Percent,75.7
El Salvador,Male 15+ yr,1992,Percent,75.7
El Salvador,Male 15+ yr,1991,Percent,71.3
Equatorial Guinea,Female 15+ yr,2006,Percent,46.5
Equatorial Guinea,Female 15+ yr,2005,Percent,46.5
Equatorial Guinea,Female 15+ yr,2004,Percent,47.2
Equatorial Guinea,Female 15+ yr,2003,Percent,46.2
Equatorial Guinea,Female 15+ yr,2002,Percent,46.6
Equatorial Guinea,Female 15+ yr,2001,Percent,48.1
Equatorial Guinea,Female 15+ yr,2000,Percent,46.1
Equatorial Guinea,Female 15+ yr,1999,Percent,46.2
Equatorial Guinea,Female 15+ yr,1998,Percent,45.9
Equatorial Guinea,Female 15+ yr,1997,Percent,47.6
Equatorial Guinea,Female 15+ yr,1996,Percent,46.2
Equatorial Guinea,Female 15+ yr,1995,Percent,44.9
Equatorial Guinea,Female 15+ yr,1994,Percent,44.7
Equatorial Guinea,Female 15+ yr,1993,Percent,44.8
Equatorial Guinea,Female 15+ yr,1992,Percent,44.9
Equatorial Guinea,Female 15+ yr,1991,Percent,44
Equatorial Guinea,Male 15+ yr,2006,Percent,81.9
Equatorial Guinea,Male 15+ yr,2005,Percent,82.4
Equatorial Guinea,Male 15+ yr,2004,Percent,84
Equatorial Guinea,Male 15+ yr,2003,Percent,82.9
Equatorial Guinea,Male 15+ yr,2002,Percent,83.7
Equatorial Guinea,Male 15+ yr,2001,Percent,86.9
Equatorial Guinea,Male 15+ yr,2000,Percent,83.4
Equatorial Guinea,Male 15+ yr,1999,Percent,83.8
Equatorial Guinea,Male 15+ yr,1998,Percent,83.7
Equatorial Guinea,Male 15+ yr,1997,Percent,87.5
Equatorial Guinea,Male 15+ yr,1996,Percent,85.4
Equatorial Guinea,Male 15+ yr,1995,Percent,83.4
Equatorial Guinea,Male 15+ yr,1994,Percent,83.5
Equatorial Guinea,Male 15+ yr,1993,Percent,83.8
Equatorial Guinea,Male 15+ yr,1992,Percent,83.7
Equatorial Guinea,Male 15+ yr,1991,Percent,82.2
Eritrea,Female 15+ yr,2006,Percent,52.7
Eritrea,Female 15+ yr,2005,Percent,52.8
Eritrea,Female 15+ yr,2004,Percent,52.6
Eritrea,Female 15+ yr,2003,Percent,52.8
Eritrea,Female 15+ yr,2002,Percent,52.6
Eritrea,Female 15+ yr,2001,Percent,52.9
Eritrea,Female 15+ yr,2000,Percent,51.9
Eritrea,Female 15+ yr,1999,Percent,52.3
Eritrea,Female 15+ yr,1998,Percent,52.3
Eritrea,Female 15+ yr,1997,Percent,52.8
Eritrea,Female 15+ yr,1996,Percent,52.9
Eritrea,Female 15+ yr,1995,Percent,52.9
Eritrea,Female 15+ yr,1994,Percent,54.4
Eritrea,Female 15+ yr,1993,Percent,54.7
Eritrea,Female 15+ yr,1992,Percent,54.5
Eritrea,Female 15+ yr,1991,Percent,54.9
Eritrea,Male 15+ yr,2006,Percent,81.2
Eritrea,Male 15+ yr,2005,Percent,81.2
Eritrea,Male 15+ yr,2004,Percent,80.8
Eritrea,Male 15+ yr,2003,Percent,81
Eritrea,Male 15+ yr,2002,Percent,80.6
Eritrea,Male 15+ yr,2001,Percent,80.7
Eritrea,Male 15+ yr,2000,Percent,79.3
Eritrea,Male 15+ yr,1999,Percent,79
Eritrea,Male 15+ yr,1998,Percent,78.5
Eritrea,Male 15+ yr,1997,Percent,79.1
Eritrea,Male 15+ yr,1996,Percent,79.1
Eritrea,Male 15+ yr,1995,Percent,79.1
Eritrea,Male 15+ yr,1994,Percent,81.2
Eritrea,Male 15+ yr,1993,Percent,81.7
Eritrea,Male 15+ yr,1992,Percent,81.6
Eritrea,Male 15+ yr,1991,Percent,82
Estonia,Female 15+ yr,2006,Percent,48.6
Estonia,Female 15+ yr,2005,Percent,48.5
Estonia,Female 15+ yr,2004,Percent,47.5
Estonia,Female 15+ yr,2003,Percent,48.1
Estonia,Female 15+ yr,2002,Percent,47.7
Estonia,Female 15+ yr,2001,Percent,46.7
Estonia,Female 15+ yr,2000,Percent,46.7
Estonia,Female 15+ yr,1999,Percent,47.2
Estonia,Female 15+ yr,1998,Percent,48.8
Estonia,Female 15+ yr,1997,Percent,48.9
Estonia,Female 15+ yr,1996,Percent,49.2
Estonia,Female 15+ yr,1995,Percent,50
Estonia,Female 15+ yr,1994,Percent,52.9
Estonia,Female 15+ yr,1993,Percent,55.3
Estonia,Female 15+ yr,1992,Percent,58.8
Estonia,Female 15+ yr,1991,Percent,61.8
Estonia,Male 15+ yr,2006,Percent,59.5
Estonia,Male 15+ yr,2005,Percent,59.6
Estonia,Male 15+ yr,2004,Percent,58.7
Estonia,Male 15+ yr,2003,Percent,60.1
Estonia,Male 15+ yr,2002,Percent,59.1
Estonia,Male 15+ yr,2001,Percent,58.7
Estonia,Male 15+ yr,2000,Percent,59
Estonia,Male 15+ yr,1999,Percent,59.8
Estonia,Male 15+ yr,1998,Percent,62.4
Estonia,Male 15+ yr,1997,Percent,62.3
Estonia,Male 15+ yr,1996,Percent,63.1
Estonia,Male 15+ yr,1995,Percent,64.7
Estonia,Male 15+ yr,1994,Percent,67.2
Estonia,Male 15+ yr,1993,Percent,69
Estonia,Male 15+ yr,1992,Percent,72.3
Estonia,Male 15+ yr,1991,Percent,75
Ethiopia,Female 15+ yr,2006,Percent,64.8
Ethiopia,Female 15+ yr,2005,Percent,64.8
Ethiopia,Female 15+ yr,2004,Percent,65.2
Ethiopia,Female 15+ yr,2003,Percent,64.4
Ethiopia,Female 15+ yr,2002,Percent,64.7
Ethiopia,Female 15+ yr,2001,Percent,65.2
Ethiopia,Female 15+ yr,2000,Percent,65.5
Ethiopia,Female 15+ yr,1999,Percent,65.6
Ethiopia,Female 15+ yr,1998,Percent,65.3
Ethiopia,Female 15+ yr,1997,Percent,65.6
Ethiopia,Female 15+ yr,1996,Percent,66.3
Ethiopia,Female 15+ yr,1995,Percent,66.1
Ethiopia,Female 15+ yr,1994,Percent,66
Ethiopia,Female 15+ yr,1993,Percent,66.4
Ethiopia,Female 15+ yr,1992,Percent,65.5
Ethiopia,Female 15+ yr,1991,Percent,65.4
Ethiopia,Male 15+ yr,2006,Percent,86.7
Ethiopia,Male 15+ yr,2005,Percent,86.9
Ethiopia,Male 15+ yr,2004,Percent,87.2
Ethiopia,Male 15+ yr,2003,Percent,87.6
Ethiopia,Male 15+ yr,2002,Percent,87.3
Ethiopia,Male 15+ yr,2001,Percent,87.4
Ethiopia,Male 15+ yr,2000,Percent,88
Ethiopia,Male 15+ yr,1999,Percent,88.3
Ethiopia,Male 15+ yr,1998,Percent,88.3
Ethiopia,Male 15+ yr,1997,Percent,88.1
Ethiopia,Male 15+ yr,1996,Percent,88.6
Ethiopia,Male 15+ yr,1995,Percent,89
Ethiopia,Male 15+ yr,1994,Percent,89.1
Ethiopia,Male 15+ yr,1993,Percent,89.3
Ethiopia,Male 15+ yr,1992,Percent,89.9
Ethiopia,Male 15+ yr,1991,Percent,89.1
Fiji,Female 15+ yr,2006,Percent,48.8
Fiji,Female 15+ yr,2005,Percent,48.3
Fiji,Female 15+ yr,2004,Percent,48
Fiji,Female 15+ yr,2003,Percent,46.2
Fiji,Female 15+ yr,2002,Percent,46.5
Fiji,Female 15+ yr,2001,Percent,46.7
Fiji,Female 15+ yr,2000,Percent,46.8
Fiji,Female 15+ yr,1999,Percent,47
Fiji,Female 15+ yr,1998,Percent,46.6
Fiji,Female 15+ yr,1997,Percent,46.3
Fiji,Female 15+ yr,1996,Percent,46.4
Fiji,Female 15+ yr,1995,Percent,46.2
Fiji,Female 15+ yr,1994,Percent,46
Fiji,Female 15+ yr,1993,Percent,45.9
Fiji,Female 15+ yr,1992,Percent,46.1
Fiji,Female 15+ yr,1991,Percent,45.8
Fiji,Male 15+ yr,2006,Percent,76
Fiji,Male 15+ yr,2005,Percent,75.7
Fiji,Male 15+ yr,2004,Percent,75.9
Fiji,Male 15+ yr,2003,Percent,75.1
Fiji,Male 15+ yr,2002,Percent,75.3
Fiji,Male 15+ yr,2001,Percent,75.3
Fiji,Male 15+ yr,2000,Percent,75.2
Fiji,Male 15+ yr,1999,Percent,75.7
Fiji,Male 15+ yr,1998,Percent,75.2
Fiji,Male 15+ yr,1997,Percent,75
Fiji,Male 15+ yr,1996,Percent,75.4
Fiji,Male 15+ yr,1995,Percent,75.4
Fiji,Male 15+ yr,1994,Percent,75.2
Fiji,Male 15+ yr,1993,Percent,75.1
Fiji,Male 15+ yr,1992,Percent,75.6
Fiji,Male 15+ yr,1991,Percent,75.2
Finland,Female 15+ yr,2006,Percent,52.3
Finland,Female 15+ yr,2005,Percent,51.9
Finland,Female 15+ yr,2004,Percent,51.8
Finland,Female 15+ yr,2003,Percent,51.6
Finland,Female 15+ yr,2002,Percent,52.2
Finland,Female 15+ yr,2001,Percent,51.4
Finland,Female 15+ yr,2000,Percent,50.7
Finland,Female 15+ yr,1999,Percent,50.2
Finland,Female 15+ yr,1998,Percent,48.4
Finland,Female 15+ yr,1997,Percent,47.7
Finland,Female 15+ yr,1996,Percent,46.7
Finland,Female 15+ yr,1995,Percent,46.4
Finland,Female 15+ yr,1994,Percent,46.5
Finland,Female 15+ yr,1993,Percent,47.3
Finland,Female 15+ yr,1992,Percent,50.6
Finland,Female 15+ yr,1991,Percent,54.3
Finland,Male 15+ yr,2006,Percent,60.5
Finland,Male 15+ yr,2005,Percent,60.4
Finland,Male 15+ yr,2004,Percent,60.1
Finland,Male 15+ yr,2003,Percent,59.4
Finland,Male 15+ yr,2002,Percent,60
Finland,Male 15+ yr,2001,Percent,60.7
Finland,Male 15+ yr,2000,Percent,60.3
Finland,Male 15+ yr,1999,Percent,59.6
Finland,Male 15+ yr,1998,Percent,58.3
Finland,Male 15+ yr,1997,Percent,57.4
Finland,Male 15+ yr,1996,Percent,56.3
Finland,Male 15+ yr,1995,Percent,55.6
Finland,Male 15+ yr,1994,Percent,54.1
Finland,Male 15+ yr,1993,Percent,54.6
Finland,Male 15+ yr,1992,Percent,58.3
Finland,Male 15+ yr,1991,Percent,63.5
France,Female 15+ yr,2006,Percent,43.2
France,Female 15+ yr,2005,Percent,43.2
France,Female 15+ yr,2004,Percent,43
France,Female 15+ yr,2003,Percent,42.9
France,Female 15+ yr,2002,Percent,43.3
France,Female 15+ yr,2001,Percent,42.7
France,Female 15+ yr,2000,Percent,42.1
France,Female 15+ yr,1999,Percent,41.1
France,Female 15+ yr,1998,Percent,40.7
France,Female 15+ yr,1997,Percent,40.2
France,Female 15+ yr,1996,Percent,40.4
France,Female 15+ yr,1995,Percent,40.3
France,Female 15+ yr,1994,Percent,39.8
France,Female 15+ yr,1993,Percent,40.2
France,Female 15+ yr,1992,Percent,40.1
France,Female 15+ yr,1991,Percent,40.3
France,Male 15+ yr,2006,Percent,55.6
France,Male 15+ yr,2005,Percent,55.8
France,Male 15+ yr,2004,Percent,56.1
France,Male 15+ yr,2003,Percent,56.3
France,Male 15+ yr,2002,Percent,57.4
